episode,time_h,completed,attempts,errors,err_rate,err_target,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,episode_reward,episode_steps,mean_speed,mean_care,buffer_size,critic_loss,actor_loss,alpha,consistency_loss,contrastive_loss,mean_novelty,mean_weight,q_mean,novelty_raw,delta_mpl_cust_pred,delta_mpl_total,delta_mpl_cust,spread,spread_value,s_cust,s_plat,rebate,captured_spread,w_h_indexed,customer_cost,consumer_surplus
85,1.0,97,100,3,0.03,0.0943,97.0,60,26.19,18.0,1.455,1.6167,26.09,0.0,1398.91,60,0.755,0.794,5160,175.965195,-27.825258,0.098,0.004659,inf,0.5,1.0,27.78,0.7325,0.4884,14.0,0.4884,8.19,8.19,0.0349,0.9651,0.2857,7.9043,18.0,18.0,0.0
86,1.0,89,93,4,0.043,0.0943,89.0,60,22.87,18.0,1.2707,1.4833,22.77,0.0,1517.01,60,0.717,0.718,5220,159.067902,-27.333937,0.098,0.003988,inf,0.5,1.0,27.28,0.736,0.6974,-8.0,0.6974,4.872,4.872,0.0,1.0,0.0,4.872,18.0,18.0,0.0
87,1.0,93,98,5,0.051,0.0942,93.0,60,23.16,18.0,1.2864,1.55,23.06,0.0,1641.71,60,0.765,0.733,5280,161.362152,-26.831882,0.098,0.003468,inf,0.5,1.0,26.8,0.7266,0.5604,4.0,0.5604,5.1551,5.1551,0.1401,0.8599,0.7222,4.4329,18.0,18.0,0.0
88,1.0,98,100,2,0.02,0.0941,98.0,60,27.44,18.0,1.5244,1.6333,27.34,0.0,1754.64,60,0.758,0.722,5340,163.944809,-26.321793,0.0979,0.003146,inf,0.5,1.0,26.27,0.7311,0.6144,5.0,0.6144,9.44,9.44,0.1229,0.8771,1.1601,8.2799,18.0,18.0,0.0
89,1.0,105,111,6,0.0541,0.0941,105.0,60,25.82,18.0,1.4347,1.75,25.72,0.0,1254.03,60,0.816,0.735,5400,152.086792,-25.842226,0.0979,0.002917,inf,0.5,1.0,25.79,0.7379,0.6842,7.0,0.6842,7.8243,7.8243,0.0977,0.9023,0.7648,7.0596,18.0,18.0,0.0
90,1.0,91,93,2,0.0215,0.094,91.0,60,25.34,18.0,1.4079,1.5167,25.24,0.0,1320.16,60,0.753,0.73,5460,153.007782,-25.389729,0.0979,0.002823,inf,0.5,1.0,25.33,0.7511,0.7872,-14.0,0.7872,7.343,7.343,0.0,1.0,0.0,7.343,18.0,18.0,0.0
91,1.0,102,106,4,0.0377,0.0939,102.0,60,26.75,18.0,1.4862,1.7,26.65,0.0,1908.8,60,0.751,0.679,5520,153.757324,-24.977467,0.0979,0.002815,inf,0.5,1.0,24.92,0.737,0.5517,11.0,0.5517,8.7509,8.7509,0.0502,0.9498,0.4389,8.3121,18.0,18.0,0.0
92,1.0,107,118,11,0.0932,0.0939,107.0,60,22.13,18.0,1.2292,1.7833,22.03,0.0,1482.23,60,0.84,0.678,5580,163.325195,-24.618862,0.0978,0.002828,inf,0.5,1.0,24.56,0.7179,0.7057,5.0,0.7057,4.1254,4.1254,0.1411,0.8589,0.5822,3.5432,18.0,18.0,0.0
93,1.0,106,107,1,0.0093,0.0938,106.0,60,30.81,18.0,1.7116,1.7667,30.71,0.0,1940.76,60,0.751,0.734,5640,179.664062,-24.327267,0.0978,0.00283,inf,0.5,1.0,24.27,0.7418,0.7805,-1.0,0.7805,12.8093,12.8093,0.0,1.0,0.0,12.8093,18.0,18.0,0.0
94,1.0,101,108,7,0.0648,0.0937,101.0,60,23.75,18.0,1.3197,1.6833,23.65,0.0,1277.58,60,0.791,0.672,5700,181.228119,-24.114075,0.0978,0.002793,inf,0.5,1.0,24.06,0.7574,0.7591,-5.0,0.7591,5.7537,5.7537,0.0,1.0,0.0,5.7537,18.0,18.0,0.0
95,1.0,99,99,0,0.0,0.0937,99.0,60,29.7,18.0,1.65,1.65,29.6,0.0,1721.1,60,0.801,0.736,5760,176.145508,-23.974707,0.0978,0.002726,inf,0.5,1.0,23.92,0.7331,0.6599,-2.0,0.6599,11.7,11.7,0.0,1.0,0.0,11.7,18.0,18.0,0.0
96,1.0,100,104,4,0.0385,0.0936,100.0,60,26.15,18.0,1.453,1.6667,26.05,0.0,1426.26,60,0.807,0.7,5820,180.585693,-23.912907,0.0977,0.002598,inf,0.5,1.0,23.86,0.722,0.6153,1.0,0.6153,8.1538,8.1538,0.6153,0.3847,5.0171,3.1367,18.0,18.0,0.0
97,1.0,98,100,2,0.02,0.0935,98.0,60,27.44,18.0,1.5244,1.6333,27.34,0.0,1770.04,60,0.762,0.721,5880,192.889801,-23.942085,0.0977,0.002431,inf,0.5,1.0,23.89,0.7319,0.6245,-2.0,0.6245,9.44,9.44,0.0,1.0,0.0,9.44,18.0,18.0,0.0
98,1.0,93,98,5,0.051,0.0935,93.0,60,23.16,18.0,1.2864,1.55,23.06,0.0,1151.7,60,0.784,0.692,5940,202.440887,-24.056221,0.0977,0.002224,inf,0.5,1.0,24.01,0.7513,0.5903,-5.0,0.5903,5.1551,5.1551,0.0,1.0,0.0,5.1551,18.0,18.0,0.0
99,1.0,93,98,5,0.051,0.0934,93.0,60,23.16,18.0,1.2864,1.55,23.06,0.0,1477.4,60,0.806,0.711,6000,191.747162,-24.243587,0.0977,0.002001,inf,0.5,1.0,24.19,0.037,0.3065,0.0,0.3065,5.1551,5.1551,1.0,0.0,5.1551,0.0,18.0,18.0,0.0
0,1.0,77,82,5,0.061,0.1,77.0,60,18.4,18.0,1.0225,1.2833,18.3,0.0,1139.71,60,0.493,0.429,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0
1,1.0,105,108,3,0.0278,0.0999,105.0,60,28.58,18.0,1.588,1.75,28.48,0.0,1921.93,60,0.433,0.427,120,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7528,0.0,28.0,0.0,10.5833,10.5833,0.0,1.0,0.0,10.5833,18.0,18.0,0.0
2,1.0,105,109,4,0.0367,0.0999,105.0,60,27.65,18.0,1.5359,1.75,27.55,0.0,1739.4,60,0.537,0.47,180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7192,0.0,0.0,0.0,9.6468,9.6468,0.0,1.0,0.0,9.6468,18.0,18.0,0.0
3,1.0,83,85,2,0.0235,0.0998,83.0,60,22.95,18.0,1.2748,1.3833,22.85,0.0,1320.38,60,0.506,0.573,240,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7405,0.0,-22.0,0.0,4.9471,4.9471,0.0,1.0,0.0,4.9471,18.0,18.0,0.0
4,1.0,85,87,2,0.023,0.0997,85.0,60,23.55,18.0,1.3081,1.4167,23.45,0.0,1668.12,60,0.48,0.495,300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7382,0.0,2.0,0.0,5.546,5.546,0.0,1.0,0.0,5.546,18.0,18.0,0.0
