episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,episode_reward,episode_steps,policy_loss,value_loss,entropy,kl_divergence,novelty,mean_weight,p90_weight
62,1.0,113,144,31,0.2153,113.0,60.0,9.57,18.0,0.5319,1.8833,9.47,0.0,0.06,904.57,60,10.083656,33135.763867,1.492379,-0.613463,0.5224,1.0,1.3434
63,1.0,125,157,32,0.2038,125.0,60.0,12.02,18.0,0.6679,2.0833,11.92,0.0,0.06,988.08,60,1.039877,38959.160547,1.500874,-0.408034,0.8857,1.0,1.4447
64,1.0,108,136,28,0.2059,108.0,60.0,10.16,18.0,0.5647,1.8,10.06,0.0,0.06,359.84,60,0.560179,7357.534961,1.5059,-0.544588,0.8132,1.0,1.3745
65,1.0,114,143,29,0.2028,114.0,60.0,11.08,18.0,0.6156,1.9,10.98,0.0,0.06,762.26,60,0.184124,25440.677344,1.508688,-0.335276,0.9741,1.0,1.2724
66,1.0,136,155,19,0.1226,136.0,60.0,24.13,18.0,1.3405,2.2667,24.03,0.0,0.06,1259.48,60,1.592451,74677.88125,1.510202,-0.339253,0.7017,1.0,1.4269
67,1.0,128,153,25,0.1634,128.0,60.0,17.48,18.0,0.9714,2.1333,17.38,0.0,0.06,1036.97,60,0.08884,42502.996094,1.51116,-0.288993,0.6217,1.0,1.4616
68,1.0,113,127,14,0.1102,113.0,60.0,21.44,18.0,1.1913,1.8833,21.34,0.0,0.06,1142.5,60,0.343738,63321.020312,1.511742,-0.310653,0.9201,1.0,1.3946
69,1.0,119,151,32,0.2119,119.0,60.0,10.48,18.0,0.5823,1.9833,10.38,0.0,0.06,433.36,60,0.383287,11667.496777,1.512265,-0.256648,0.8703,1.0,1.3979
70,1.0,112,142,30,0.2113,112.0,60.0,9.94,18.0,0.5521,1.8667,9.84,0.0,0.06,453.12,60,1.002948,11538.593457,1.513309,-0.321071,0.871,1.0,1.3461
71,1.0,116,149,33,0.2215,116.0,60.0,9.11,18.0,0.506,1.9333,9.01,0.0,0.06,696.98,60,0.473204,23881.479297,1.514968,-0.477166,0.7878,1.0,1.3272
72,1.0,135,165,30,0.1818,135.0,60.0,15.95,18.0,0.8864,2.25,15.85,0.0,0.06,759.91,60,0.958874,25955.483203,1.516309,-0.420412,0.8415,1.0,1.4499
73,1.0,114,149,35,0.2349,114.0,60.0,7.42,18.0,0.4123,1.9,7.32,0.0,0.06,390.05,60,0.19446,6501.076953,1.517764,-0.501561,0.5492,1.0,1.2274
74,1.0,117,138,21,0.1522,117.0,60.0,17.3,18.0,0.9609,1.95,17.2,0.0,0.06,1190.01,60,0.982119,57426.275781,1.519159,-0.392692,0.7855,1.0,1.4018
75,1.0,118,133,15,0.1128,118.0,60.0,22.09,18.0,1.2273,1.9667,21.99,0.0,0.06,839.36,60,0.243877,42797.564453,1.520231,-0.326422,0.6469,1.0,1.3175
76,1.0,128,148,20,0.1351,128.0,60.0,21.1,18.0,1.1724,2.1333,21.0,0.0,0.06,1126.14,60,0.202887,54453.579297,1.520878,-0.364871,0.5105,1.0,1.3726
77,1.0,124,144,20,0.1389,124.0,60.0,19.98,18.0,1.1099,2.0667,19.88,0.0,0.06,1190.18,60,0.245867,65050.240234,1.521331,-0.475405,0.6957,1.0,1.4527
78,1.0,110,147,37,0.2517,110.0,60.0,5.31,18.0,0.2952,1.8333,5.21,0.0,0.06,209.16,60,3.364692,3250.051172,1.523849,-0.510324,0.521,1.0,1.3094
79,1.0,128,149,21,0.1409,128.0,60.0,20.36,18.0,1.1311,2.1333,20.26,0.0,0.06,1030.51,60,1.454151,49906.910547,1.531277,-0.345425,0.503,1.0,1.3683
80,1.0,120,144,24,0.1667,120.0,60.0,16.0,18.0,0.8889,2.0,15.9,0.0,0.06,669.79,60,1.675601,27224.442383,1.535942,-0.509393,0.9549,1.0,1.1805
81,1.0,105,130,25,0.1923,105.0,60.0,11.31,18.0,0.6282,1.75,11.21,0.0,0.06,829.59,60,0.300576,30253.290039,1.538741,-0.34796,0.7142,1.0,1.3451
82,1.0,120,148,28,0.1892,120.0,60.0,13.3,18.0,0.7387,2.0,13.2,0.0,0.06,747.06,60,0.583887,33881.827734,1.54029,-0.549017,0.5738,1.0,1.3529
83,1.0,123,150,27,0.18,123.0,60.0,14.76,18.0,0.82,2.05,14.66,0.0,0.06,993.02,60,0.306349,42475.047266,1.541387,-0.191417,0.6699,1.0,1.3279
84,1.0,111,129,18,0.1395,111.0,60.0,17.81,18.0,0.9895,1.85,17.71,0.0,0.06,1475.15,60,0.759364,89135.694531,1.542144,-0.43654,0.7042,1.0,1.3264
