episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,episode_reward,episode_steps,policy_loss,value_loss,entropy,kl_divergence,novelty,mean_weight,p90_weight
0,1.0,111,141,30,0.2128,111.0,60.0,9.68,18.0,0.5379,1.85,9.58,0.0153,0.06,663.9,60,0.549358,19518.188477,1.420288,-0.463076,0.6354,1.0,1.2597
1,1.0,115,135,20,0.1481,115.0,60.0,17.46,18.0,0.9702,1.9167,17.36,0.0241,0.06,942.27,60,3.849898,36986.076562,1.423306,-0.638099,0.9604,1.0,1.3055
2,1.0,97,112,15,0.1339,97.0,60.0,16.11,18.0,0.8949,1.6167,16.01,0.0315,0.06,1248.39,60,0.521195,63431.776953,1.426248,-0.473085,0.9482,1.0,1.3861
3,1.0,121,148,27,0.1824,121.0,60.0,14.23,18.0,0.7903,2.0167,14.13,0.0437,0.06,1044.45,60,0.28354,50477.636328,1.428087,-0.274856,0.8273,1.0,1.3214
4,1.0,101,133,32,0.2406,101.0,60.0,6.0,18.0,0.3333,1.6833,5.9,0.0618,0.06,378.71,60,0.276833,9167.399805,1.429262,-0.320564,0.6758,1.0,1.3754
5,1.0,128,145,17,0.1172,128.0,60.0,23.39,18.0,1.2996,2.1333,23.29,0.0675,0.06,1578.13,60,0.574765,113730.95,1.430369,-0.229934,0.964,1.0,1.3537
6,1.0,120,141,21,0.1489,120.0,60.0,18.13,18.0,1.0071,2.0,18.03,0.0764,0.06,914.51,60,0.519161,40124.923047,1.431204,-0.303866,0.9141,1.0,1.4296
7,1.0,123,140,17,0.1214,123.0,60.0,21.96,18.0,1.2202,2.05,21.86,0.0825,0.06,1534.5,60,0.171285,113905.494531,1.431939,-0.283854,0.5696,1.0,1.3014
8,1.0,109,130,21,0.1615,109.0,60.0,15.09,18.0,0.8385,1.8167,14.99,0.0927,0.06,897.21,60,0.187844,35756.290234,1.432465,-0.44716,0.6453,1.0,1.4021
9,1.0,104,120,16,0.1333,104.0,60.0,17.33,18.0,0.963,1.7333,17.23,0.1,0.06,833.06,60,0.815738,42287.077344,1.433065,-0.438506,0.5897,1.0,1.2782
10,1.0,101,115,14,0.1217,101.0,60.0,18.0,18.0,1.0002,1.6833,17.9,0.1062,0.06,1124.65,60,0.60422,56540.23125,1.433955,-0.36062,0.7919,1.0,1.3695
11,1.0,113,131,18,0.1374,113.0,60.0,18.37,18.0,1.0207,1.8833,18.27,0.1139,0.06,896.31,60,0.765161,41912.466016,1.434902,-0.29553,0.6316,1.0,1.3322
12,1.0,121,144,23,0.1597,121.0,60.0,16.97,18.0,0.943,2.0167,16.87,0.1239,0.06,1415.19,60,0.601674,98850.113281,1.435852,-0.473241,0.7732,1.0,1.269
13,1.0,103,115,12,0.1043,103.0,60.0,20.15,18.0,1.1196,1.7167,20.05,0.1284,0.06,1339.06,60,0.585079,79365.552344,1.436653,-0.463217,0.8447,1.0,1.3096
14,1.0,102,118,16,0.1356,102.0,60.0,16.77,18.0,0.9316,1.7,16.67,0.1359,0.06,1491.95,60,0.915959,82161.621094,1.437392,-0.437545,0.6428,1.0,1.3626
15,1.0,108,130,22,0.1692,108.0,60.0,14.12,18.0,0.7846,1.8,14.02,0.1468,0.06,1143.4,60,0.526673,66120.676172,1.43817,-0.549089,0.5951,1.0,1.2497
16,1.0,117,142,25,0.1761,117.0,60.0,14.5,18.0,0.8056,1.95,14.4,0.1584,0.06,1425.54,60,0.292241,84810.071875,1.438902,-0.350427,0.741,1.0,1.3054
17,1.0,108,129,21,0.1628,108.0,60.0,14.82,18.0,0.8233,1.8,14.72,0.1687,0.06,813.09,60,0.696138,29254.46543,1.439551,-0.491992,0.6931,1.0,1.254
18,1.0,98,117,19,0.1624,98.0,60.0,13.49,18.0,0.7492,1.6333,13.39,0.179,0.06,697.02,60,0.783547,24558.967969,1.440514,-0.495275,0.724,1.0,1.3329
19,1.0,121,149,28,0.1879,121.0,60.0,13.56,18.0,0.7534,2.0167,13.46,0.1918,0.06,922.51,60,0.213279,42117.167578,1.44157,-0.303347,0.5662,1.0,1.3193
20,1.0,114,132,18,0.1364,114.0,60.0,18.65,18.0,1.0364,1.9,18.55,0.1994,0.06,1659.04,60,0.211077,121847.363281,1.442284,-0.39917,0.6388,1.0,1.3751
21,1.0,111,130,19,0.1462,111.0,60.0,17.08,18.0,0.9487,1.85,16.98,0.208,0.06,1298.42,60,1.201267,77066.782031,1.442842,-0.471828,0.5509,1.0,1.3408
22,1.0,102,125,23,0.184,102.0,60.0,11.83,18.0,0.6573,1.7,11.73,0.2204,0.06,1010.02,60,1.442447,46834.831641,1.443866,-0.477888,0.9889,1.0,1.3115
23,1.0,112,130,18,0.1385,112.0,60.0,18.09,18.0,1.0051,1.8667,17.99,0.2283,0.06,978.85,60,0.413871,46072.628906,1.445341,-0.390738,0.7546,1.0,1.4432
24,1.0,117,134,17,0.1269,117.0,60.0,20.26,18.0,1.1254,1.95,20.16,0.2349,0.06,1101.15,60,1.572649,47211.608203,1.446702,-0.554564,0.8047,1.0,1.4818
25,1.0,108,128,20,0.1562,108.0,60.0,15.52,18.0,0.8625,1.8,15.42,0.2446,0.06,1161.61,60,0.231555,53946.437109,1.448323,-0.532701,0.5535,1.0,1.3478
26,1.0,116,139,23,0.1655,116.0,60.0,15.61,18.0,0.867,1.9333,15.51,0.2551,0.06,931.81,60,0.165591,44061.182812,1.449411,-0.274152,0.8656,1.0,1.2819
27,1.0,121,136,15,0.1103,121.0,60.0,22.95,18.0,1.2752,2.0167,22.85,0.2601,0.06,1145.61,60,1.44521,65050.517578,1.450288,-0.542932,0.6268,1.0,1.3181
28,1.0,123,143,20,0.1399,123.0,60.0,19.7,18.0,1.0943,2.05,19.6,0.2681,0.06,787.64,60,0.521852,28523.98457,1.451558,-0.402876,0.626,1.0,1.2936
29,1.0,102,132,30,0.2273,102.0,60.0,7.42,18.0,0.4121,1.7,7.32,0.2849,0.06,404.47,60,0.51527,7831.695166,1.452893,-0.45584,0.6819,1.0,1.447
30,1.0,128,146,18,0.1233,128.0,60.0,22.62,18.0,1.2566,2.1333,22.52,0.2912,0.06,1488.16,60,0.096113,94860.463281,1.454356,-0.335892,0.9382,1.0,1.4657
31,1.0,108,131,23,0.1756,108.0,60.0,13.44,18.0,0.7466,1.8,13.34,0.3027,0.06,471.06,60,0.501688,11957.821387,1.45533,-0.37733,0.5809,1.0,1.2631
32,1.0,132,152,20,0.1316,132.0,60.0,22.23,18.0,1.2351,2.2,22.13,0.3099,0.06,1202.82,60,1.013422,68617.869531,1.456515,-0.511188,0.5548,1.0,1.3858
33,1.0,123,140,17,0.1214,123.0,60.0,21.96,18.0,1.2202,2.05,21.86,0.316,0.06,932.21,60,1.213468,54996.915234,1.457738,-0.42736,0.6921,1.0,1.3119
34,1.0,116,137,21,0.1533,116.0,60.0,17.02,18.0,0.9455,1.9333,16.92,0.3254,0.06,922.03,60,7.642309,38927.111719,1.459952,-0.434901,0.953,1.0,1.3934
35,1.0,120,144,24,0.1667,120.0,60.0,16.0,18.0,0.8889,2.0,15.9,0.336,0.06,1472.91,60,0.282868,80186.057031,1.464013,-0.417042,0.9096,1.0,1.3799
36,1.0,123,155,32,0.2065,123.0,60.0,11.51,18.0,0.6392,2.05,11.41,0.3507,0.06,766.55,60,0.107136,23516.69668,1.466314,-0.394404,0.8032,1.0,1.2862
37,1.0,139,168,29,0.1726,139.0,60.0,17.71,18.0,0.9837,2.3167,17.61,0.3619,0.06,1206.8,60,0.253874,70061.857031,1.467546,-0.368589,0.7119,1.0,1.2983
38,1.0,113,133,20,0.1504,113.0,60.0,16.91,18.0,0.9393,1.8833,16.81,0.371,0.06,872.95,60,0.22866,39548.1625,1.468306,-0.319085,0.7968,1.0,1.2248
39,1.0,126,145,19,0.131,126.0,60.0,21.29,18.0,1.1828,2.1,21.19,0.3781,0.06,1258.11,60,0.370216,74248.305469,1.468931,-0.338812,0.6958,1.0,1.3045
40,1.0,111,136,25,0.1838,111.0,60.0,12.9,18.0,0.7164,1.85,12.8,0.3905,0.06,880.81,60,0.246115,35680.892578,1.469503,-0.307388,0.9951,1.0,1.4157
41,1.0,125,145,20,0.1379,125.0,60.0,20.26,18.0,1.1255,2.0833,20.16,0.3983,0.06,1074.77,60,0.778145,55025.858984,1.470226,-0.464849,0.8812,1.0,1.2613
42,1.0,117,134,17,0.1269,117.0,60.0,20.26,18.0,1.1254,1.95,20.16,0.4049,0.06,947.49,60,0.280599,54872.353516,1.471036,-0.435416,0.742,1.0,1.3508
43,1.0,124,144,20,0.1389,124.0,60.0,19.98,18.0,1.1099,2.0667,19.88,0.4128,0.06,1430.82,60,1.408265,83341.292188,1.471801,-0.534611,0.994,1.0,1.3512
44,1.0,121,147,26,0.1769,121.0,60.0,14.9,18.0,0.8277,2.0167,14.8,0.4245,0.06,620.67,60,0.396592,20186.197656,1.472695,-0.293503,0.8927,1.0,1.2499
45,1.0,119,149,30,0.2013,119.0,60.0,11.74,18.0,0.6522,1.9833,11.64,0.4387,0.06,749.89,60,0.285614,20346.228711,1.473666,-0.393024,0.5498,1.0,1.4294
46,1.0,129,152,23,0.1513,129.0,60.0,19.18,18.0,1.0656,2.15,19.08,0.4478,0.06,1142.04,60,1.290042,51100.140625,1.474861,-0.481968,0.7141,1.0,1.3388
47,1.0,120,156,36,0.2308,120.0,60.0,8.31,18.0,0.4615,2.0,8.21,0.4649,0.06,1061.16,60,0.199899,45805.532031,1.476094,-0.392233,0.5551,1.0,1.3324
48,1.0,123,148,25,0.1689,123.0,60.0,16.12,18.0,0.8957,2.05,16.02,0.4758,0.06,1007.35,60,0.484439,47641.689844,1.477055,-0.372198,0.6255,1.0,1.3702
49,1.0,117,142,25,0.1761,117.0,60.0,14.5,18.0,0.8056,1.95,14.4,0.4874,0.06,1079.02,60,0.552852,52254.038281,1.477917,-0.326608,0.8494,1.0,1.4221
50,1.0,132,158,26,0.1646,132.0,60.0,17.88,18.0,0.9932,2.2,17.78,0.4978,0.06,928.46,60,0.334244,41118.79375,1.478724,-0.473971,0.548,1.0,1.4465
51,1.0,111,129,18,0.1395,111.0,60.0,17.81,18.0,0.9895,1.85,17.71,0.5058,0.06,1408.03,60,0.860065,79746.992969,1.479571,-0.371437,0.718,1.0,1.3149
52,1.0,135,172,37,0.2151,135.0,60.0,11.46,18.0,0.6366,2.25,11.36,0.5213,0.06,756.65,60,0.196096,24536.622656,1.480629,-0.275136,0.8113,1.0,1.4488
53,1.0,127,147,20,0.1361,127.0,60.0,20.82,18.0,1.1567,2.1167,20.72,0.5289,0.06,1492.22,60,0.716689,93961.725781,1.481577,-0.576699,0.842,1.0,1.3645
54,1.0,126,154,28,0.1818,126.0,60.0,14.89,18.0,0.8273,2.1,14.79,0.5411,0.06,803.5,60,0.286929,24268.75957,1.482314,-0.437012,0.5316,1.0,1.4804
55,1.0,128,163,35,0.2147,128.0,60.0,10.92,18.0,0.6064,2.1333,10.82,0.5565,0.06,685.95,60,0.417001,18825.491602,1.483167,-0.327776,0.6596,1.0,1.3881
56,1.0,127,153,26,0.1699,127.0,60.0,16.52,18.0,0.9177,2.1167,16.42,0.5675,0.06,1387.03,60,0.109433,87014.330469,1.48417,-0.408921,0.6356,1.0,1.2898
57,1.0,105,133,28,0.2105,105.0,60.0,9.39,18.0,0.5219,1.75,9.29,0.5826,0.06,585.95,60,0.696655,17208.650586,1.48502,-0.392476,0.9706,1.0,1.3785
58,1.0,145,166,21,0.1265,145.0,60.0,25.16,18.0,1.3976,2.4167,25.06,0.5892,0.06,1506.08,60,0.172369,112247.107812,1.486076,-0.308954,0.8705,1.0,1.3683
59,1.0,102,124,22,0.1774,102.0,60.0,12.5,18.0,0.6946,1.7,12.4,0.601,0.06,769.21,60,0.427013,25273.288672,1.4869,-0.439164,0.6144,1.0,1.3211
60,1.0,139,173,34,0.1965,139.0,60.0,14.38,18.0,0.799,2.3167,14.28,0.6146,0.06,1164.69,60,0.683274,61184.414453,1.487849,-0.290591,0.5115,1.0,1.2892
61,1.0,105,122,17,0.1393,105.0,60.0,16.87,18.0,0.9372,1.75,16.77,0.6226,0.06,866.54,60,0.268307,34466.438672,1.488984,-0.318346,0.9011,1.0,1.3423
62,1.0,113,144,31,0.2153,113.0,60.0,9.57,18.0,0.5319,1.8833,9.47,0.6381,0.06,900.53,60,10.010006,32833.574023,1.492467,-0.613466,0.5224,1.0,1.345
63,1.0,125,157,32,0.2038,125.0,60.0,12.02,18.0,0.6679,2.0833,11.92,0.6525,0.06,983.45,60,1.038978,38544.633203,1.500957,-0.408034,0.8857,1.0,1.4466
64,1.0,108,136,28,0.2059,108.0,60.0,10.16,18.0,0.5647,1.8,10.06,0.6671,0.06,351.93,60,0.553369,7112.24292,1.505988,-0.544571,0.8132,1.0,1.3654
65,1.0,114,143,29,0.2028,114.0,60.0,11.08,18.0,0.6156,1.9,10.98,0.6813,0.06,757.6,60,0.183294,25098.200391,1.508788,-0.335262,0.9741,1.0,1.2715
66,1.0,136,155,19,0.1226,136.0,60.0,24.13,18.0,1.3405,2.2667,24.03,0.6876,0.06,1256.56,60,1.59021,74324.341406,1.510309,-0.339244,0.7017,1.0,1.4261
67,1.0,128,153,25,0.1634,128.0,60.0,17.48,18.0,0.9714,2.1333,17.38,0.6979,0.06,1032.68,60,0.087899,42092.860938,1.511272,-0.28899,0.6217,1.0,1.4616
68,1.0,113,127,14,0.1102,113.0,60.0,21.44,18.0,1.1913,1.8833,21.34,0.703,0.06,1140.05,60,0.343624,63055.589062,1.511855,-0.310648,0.9201,1.0,1.3948
69,1.0,119,151,32,0.2119,119.0,60.0,10.48,18.0,0.5823,1.9833,10.38,0.7182,0.06,425.68,60,0.379765,11349.263184,1.512379,-0.25665,0.8703,1.0,1.4082
70,1.0,112,142,30,0.2113,112.0,60.0,9.94,18.0,0.5521,1.8667,9.84,0.7333,0.06,445.51,60,0.998426,11214.626367,1.513431,-0.321067,0.871,1.0,1.3427
71,1.0,116,149,33,0.2215,116.0,60.0,9.11,18.0,0.506,1.9333,9.01,0.7494,0.06,690.43,60,0.470661,23472.895117,1.515106,-0.477161,0.7878,1.0,1.3254
72,1.0,135,165,30,0.1818,135.0,60.0,15.95,18.0,0.8864,2.25,15.85,0.7616,0.06,753.66,60,0.956749,25517.79375,1.516458,-0.420413,0.8415,1.0,1.449
73,1.0,114,149,35,0.2349,114.0,60.0,7.42,18.0,0.4123,1.9,7.32,0.7791,0.06,381.95,60,0.191166,6226.891748,1.517926,-0.501559,0.5492,1.0,1.2281
74,1.0,117,138,21,0.1522,117.0,60.0,17.3,18.0,0.9609,1.95,17.2,0.7883,0.06,1186.22,60,0.98133,57010.324609,1.519337,-0.392692,0.7855,1.0,1.4033
75,1.0,118,133,15,0.1128,118.0,60.0,22.09,18.0,1.2273,1.9667,21.99,0.7936,0.06,834.04,60,0.242532,42436.180859,1.520418,-0.326427,0.6469,1.0,1.3123
76,1.0,128,148,20,0.1351,128.0,60.0,21.1,18.0,1.1724,2.1333,21.0,0.8011,0.06,1121.85,60,0.201939,53991.321875,1.521068,-0.364879,0.5105,1.0,1.3719
77,1.0,124,144,20,0.1389,124.0,60.0,19.98,18.0,1.1099,2.0667,19.88,0.809,0.06,1186.94,60,0.245995,64689.583984,1.521523,-0.475415,0.6957,1.0,1.4529
78,1.0,110,147,37,0.2517,110.0,60.0,5.31,18.0,0.2952,1.8333,5.21,0.8282,0.06,199.13,60,3.296193,3029.715527,1.524078,-0.510303,0.521,1.0,1.303
79,1.0,128,149,21,0.1409,128.0,60.0,20.36,18.0,1.1311,2.1333,20.26,0.8363,0.06,1025.56,60,1.454346,49446.45625,1.531601,-0.345423,0.503,1.0,1.3679
80,1.0,120,144,24,0.1667,120.0,60.0,16.0,18.0,0.8889,2.0,15.9,0.8469,0.06,662.75,60,1.664162,26822.610156,1.536304,-0.509424,0.9549,1.0,1.1912
81,1.0,105,130,25,0.1923,105.0,60.0,11.31,18.0,0.6282,1.75,11.21,0.8602,0.06,824.15,60,0.298885,29834.849023,1.53911,-0.347992,0.7142,1.0,1.3467
82,1.0,120,148,28,0.1892,120.0,60.0,13.3,18.0,0.7387,2.0,13.2,0.8731,0.06,740.22,60,0.581732,33422.288867,1.540659,-0.549053,0.5738,1.0,1.3504
83,1.0,123,150,27,0.18,123.0,60.0,14.76,18.0,0.82,2.05,14.66,0.8851,0.06,988.38,60,0.305462,42020.944531,1.541754,-0.191446,0.6699,1.0,1.327
84,1.0,111,129,18,0.1395,111.0,60.0,17.81,18.0,0.9895,1.85,17.71,0.893,0.06,1471.98,60,0.757507,88699.353125,1.542508,-0.43658,0.7042,1.0,1.3273
85,1.0,115,137,22,0.1606,115.0,60.0,16.03,18.0,0.8907,1.9167,15.93,0.9031,0.06,945.53,60,3.224055,36150.028125,1.543269,-0.69,0.8457,1.0,1.4224
86,1.0,101,131,30,0.229,101.0,60.0,7.17,18.0,0.3983,1.6833,7.07,0.92,0.06,312.19,60,0.254668,4972.836621,1.544395,-0.172609,0.9836,1.0,1.4332
87,1.0,128,157,29,0.1847,128.0,60.0,14.76,18.0,0.8198,2.1333,14.66,0.9325,0.06,853.09,60,0.23098,28011.038281,1.545444,-0.428394,0.5797,1.0,1.4472
88,1.0,90,113,23,0.2035,90.0,60.0,8.68,18.0,0.4823,1.5,8.58,0.9468,0.06,547.71,60,0.226783,9149.266797,1.546197,-0.413232,0.8545,1.0,1.4852
89,1.0,126,146,20,0.137,126.0,60.0,20.54,18.0,1.1411,2.1,20.44,0.9545,0.06,1612.43,60,0.287743,120285.414844,1.546706,-0.330485,0.7041,1.0,1.3478
90,1.0,107,133,26,0.1955,107.0,60.0,11.18,18.0,0.6213,1.7833,11.08,0.9681,0.06,662.57,60,0.140786,17321.117188,1.547033,-0.325612,0.8407,1.0,1.4594
91,1.0,133,151,18,0.1192,133.0,60.0,24.05,18.0,1.3359,2.2167,23.95,0.974,0.06,1072.2,60,0.431321,65485.776172,1.547337,-0.409434,0.7437,1.0,1.3867
92,1.0,126,151,25,0.1656,126.0,60.0,16.94,18.0,0.9411,2.1,16.84,0.9845,0.06,819.63,60,0.322567,27239.241406,1.547781,-0.443224,0.5163,1.0,1.3978
93,1.0,120,154,34,0.2208,120.0,60.0,9.51,18.0,0.5281,2.0,9.41,1.0006,0.06,419.06,60,0.393507,8764.479492,1.548494,-0.422481,0.6979,1.0,1.3027
94,1.0,117,143,26,0.1818,117.0,60.0,13.83,18.0,0.7682,1.95,13.73,1.0128,0.06,714.96,60,0.587539,27309.146094,1.549563,-0.319405,0.5625,1.0,1.4981
95,1.0,117,136,19,0.1397,117.0,60.0,18.75,18.0,1.0419,1.95,18.65,1.0208,0.06,913.46,60,0.204356,44531.327734,1.550516,-0.445008,0.6133,1.0,1.2876
96,1.0,119,140,21,0.15,119.0,60.0,17.85,18.0,0.9917,1.9833,17.75,1.0298,0.06,794.31,60,0.450575,27674.846875,1.551151,-0.494739,0.7313,1.0,1.3028
97,1.0,130,156,26,0.1667,130.0,60.0,17.33,18.0,0.963,2.1667,17.23,1.0404,0.06,869.28,60,0.747754,37171.962891,1.551772,-0.659991,0.8877,1.0,1.339
98,1.0,107,140,33,0.2357,107.0,60.0,6.88,18.0,0.3821,1.7833,6.78,1.058,0.06,805.94,60,0.420275,22836.181445,1.552615,-0.417941,0.8015,1.0,1.3363
99,1.0,114,147,33,0.2245,114.0,60.0,8.61,18.0,0.4782,1.9,8.51,1.0745,0.06,540.5,60,0.563952,13505.214062,1.553643,-0.307517,0.6822,1.0,1.3018
100,1.0,111,147,36,0.2449,111.0,60.0,6.12,18.0,0.3398,1.85,6.02,1.093,0.06,336.03,60,0.376929,5680.269043,1.55499,-0.277011,0.7387,1.0,1.3326
101,1.0,112,135,23,0.1704,112.0,60.0,14.52,18.0,0.8066,1.8667,14.42,1.104,0.06,650.35,60,0.59367,27599.768359,1.55645,-0.470853,0.9848,1.0,1.2585
102,1.0,113,137,24,0.1752,113.0,60.0,14.1,18.0,0.7836,1.8833,14.0,1.1155,0.06,773.08,60,0.229188,25731.406836,1.557599,-0.322229,0.9322,1.0,1.3536
103,1.0,110,139,29,0.2086,110.0,60.0,10.05,18.0,0.5584,1.8333,9.95,1.1304,0.06,553.82,60,0.417214,11717.662109,1.558421,-0.411427,0.6165,1.0,1.4297
104,1.0,116,139,23,0.1655,116.0,60.0,15.61,18.0,0.867,1.9333,15.51,1.1409,0.06,1096.91,60,1.486314,56537.145312,1.559436,-0.442259,0.792,1.0,1.2968
105,1.0,132,164,32,0.1951,132.0,60.0,13.84,18.0,0.7691,2.2,13.74,1.1544,0.06,894.95,60,0.504937,31729.310156,1.560723,-0.433079,0.9797,1.0,1.4635
106,1.0,116,142,26,0.1831,116.0,60.0,13.56,18.0,0.7534,1.9333,13.46,1.1667,0.06,1290.82,60,0.181544,54689.157422,1.561614,-0.458382,0.6564,1.0,1.4496
107,1.0,102,132,30,0.2273,102.0,60.0,7.42,18.0,0.4121,1.7,7.32,1.1835,0.06,369.63,60,0.618809,8140.498145,1.562482,-0.508166,0.6277,1.0,1.2512
108,1.0,124,141,17,0.1206,124.0,60.0,22.25,18.0,1.2361,2.0667,22.15,1.1895,0.06,1374.09,60,0.186222,85184.975,1.56401,-0.246786,0.8669,1.0,1.2822
109,1.0,135,165,30,0.1818,135.0,60.0,15.95,18.0,0.8864,2.25,15.85,1.2017,0.06,1022.08,60,0.555963,44962.060156,1.564918,-0.3432,0.9931,1.0,1.2968
110,1.0,114,137,23,0.1679,114.0,60.0,15.06,18.0,0.8367,1.9,14.96,1.2125,0.06,1188.8,60,0.41577,65236.718359,1.565555,-0.361536,0.9268,1.0,1.2175
111,1.0,131,166,35,0.2108,131.0,60.0,11.68,18.0,0.6489,2.1833,11.58,1.2276,0.06,570.38,60,1.42497,13244.203613,1.566522,-0.352574,0.7343,1.0,1.3042
112,1.0,125,148,23,0.1554,125.0,60.0,18.07,18.0,1.0041,2.0833,17.97,1.2371,0.06,1085.07,60,0.268866,55502.667188,1.56834,-0.439052,0.779,1.0,1.2891
113,1.0,127,143,16,0.1119,127.0,60.0,23.89,18.0,1.3272,2.1167,23.79,1.2423,0.06,1423.63,60,0.218956,99053.278906,1.569506,-0.179406,0.706,1.0,1.3391
114,1.0,105,125,20,0.16,105.0,60.0,14.7,18.0,0.8167,1.75,14.6,1.2523,0.06,817.17,60,0.371599,37831.28125,1.570212,-0.386994,0.5396,1.0,1.3081
