episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,episode_reward,episode_steps,policy_loss,value_loss,entropy,kl_divergence,novelty,mean_weight,p90_weight
275,1.0,107,130,23,0.1769,107.0,60.0,13.17,18.0,0.7316,1.7833,13.07,3.0802,0.06,938.37,60,1.254877,27393.112305,1.786559,-0.435654,0.5467,1.0,1.4018
276,1.0,142,167,25,0.1497,142.0,60.0,21.34,18.0,1.1857,2.3667,21.24,3.0892,0.06,1592.59,60,0.442678,99638.619531,1.787488,-0.382832,0.5058,1.0,1.2966
277,1.0,121,142,21,0.1479,121.0,60.0,18.41,18.0,1.0225,2.0167,18.31,3.098,0.06,1090.54,60,0.324242,50452.280859,1.788063,-0.342676,0.8099,1.0,1.2529
278,1.0,121,150,29,0.1933,121.0,60.0,12.91,18.0,0.717,2.0167,12.81,3.1113,0.06,874.84,60,0.392331,22252.873438,1.788515,-0.357379,0.6472,1.0,1.4224
279,1.0,110,130,20,0.1538,110.0,60.0,16.08,18.0,0.8932,1.8333,15.98,3.1207,0.06,1244.59,60,0.222902,55525.416406,1.789089,-0.30846,0.9944,1.0,1.3087
280,1.0,108,130,22,0.1692,108.0,60.0,14.12,18.0,0.7846,1.8,14.02,3.1316,0.06,1102.74,60,0.531191,44165.967578,1.789575,-0.426086,0.8862,1.0,1.47
281,1.0,111,134,23,0.1716,111.0,60.0,14.25,18.0,0.7915,1.85,14.15,3.1428,0.06,1277.85,60,0.205736,74214.91875,1.790028,-0.293471,0.7518,1.0,1.2757
282,1.0,113,137,24,0.1752,113.0,60.0,14.1,18.0,0.7836,1.8833,14.0,3.1543,0.06,1044.26,60,2.479545,50250.283594,1.790649,-0.406283,0.5438,1.0,1.3949
283,1.0,130,156,26,0.1667,130.0,60.0,17.33,18.0,0.963,2.1667,17.23,3.165,0.06,967.5,60,0.408906,47452.830859,1.791904,-0.474206,0.5618,1.0,1.2413
284,1.0,111,141,30,0.2128,111.0,60.0,9.68,18.0,0.5379,1.85,9.58,3.1803,0.06,1055.71,60,0.568266,34443.174805,1.792851,-0.377148,0.7275,1.0,1.4484
285,1.0,115,146,31,0.2123,115.0,60.0,10.08,18.0,0.5601,1.9167,9.98,3.1955,0.06,871.06,60,0.273348,30485.263672,1.793666,-0.50003,0.8658,1.0,1.3076
286,1.0,103,125,22,0.176,103.0,60.0,12.77,18.0,0.7096,1.7167,12.67,3.2071,0.06,574.86,60,0.510785,11811.141309,1.794405,-0.351383,0.6263,1.0,1.453
287,1.0,116,138,22,0.1594,116.0,60.0,16.31,18.0,0.906,1.9333,16.21,3.217,0.06,1028.69,60,0.228191,42558.14375,1.795172,-0.338397,0.9903,1.0,1.3309
288,1.0,127,160,33,0.2062,127.0,60.0,11.91,18.0,0.6615,2.1167,11.81,3.2317,0.06,460.11,60,0.906829,17161.177539,1.795848,-0.562808,0.6873,1.0,1.2248
289,1.0,110,133,23,0.1729,110.0,60.0,13.98,18.0,0.7765,1.8333,13.88,3.2429,0.06,417.07,60,0.782648,11991.132422,1.796935,-0.381909,0.9463,1.0,1.3035
290,1.0,125,147,22,0.1497,125.0,60.0,18.79,18.0,1.044,2.0833,18.69,3.2519,0.06,506.0,60,0.866934,22947.768555,1.798166,-0.459258,0.5251,1.0,1.25
291,1.0,126,153,27,0.1765,126.0,60.0,15.56,18.0,0.8647,2.1,15.46,3.2636,0.06,1241.08,60,0.36303,48211.285547,1.799336,-0.460263,0.7591,1.0,1.3714
292,1.0,101,130,29,0.2231,101.0,60.0,7.77,18.0,0.4316,1.6833,7.67,3.2799,0.06,270.32,60,0.266923,1961.110144,1.800426,-0.338646,0.6173,1.0,1.3133
293,1.0,122,145,23,0.1586,122.0,60.0,17.25,18.0,0.9582,2.0333,17.15,3.2897,0.06,1164.43,60,0.287629,55870.116016,1.802093,-0.381053,0.8413,1.0,1.3314
294,1.0,124,148,24,0.1622,124.0,60.0,17.09,18.0,0.9495,2.0667,16.99,3.2999,0.06,803.89,60,0.548047,28556.551367,1.803184,-0.522202,0.7275,1.0,1.4029
295,1.0,135,165,30,0.1818,135.0,60.0,15.95,18.0,0.8864,2.25,15.85,3.3121,0.06,842.74,60,0.356376,25459.930273,1.804005,-0.296725,0.6317,1.0,1.3372
296,1.0,129,143,14,0.0979,129.0,60.0,26.07,18.0,1.4484,2.15,25.97,3.3159,0.06,1770.53,60,0.260469,133984.626562,1.804641,-0.329223,0.5726,1.0,1.3034
297,1.0,126,141,15,0.1064,126.0,60.0,24.4,18.0,1.3553,2.1,24.3,3.3206,0.06,1119.04,60,1.928457,59366.044141,1.805236,-0.417003,0.9966,1.0,1.2879
298,1.0,98,117,19,0.1624,98.0,60.0,13.49,18.0,0.7492,1.6333,13.39,3.3308,0.06,609.72,60,0.71709,13788.876758,1.806363,-0.485562,0.8706,1.0,1.3151
299,1.0,103,126,23,0.1825,103.0,60.0,12.1,18.0,0.6721,1.7167,12.0,3.343,0.06,702.5,60,1.343709,20253.660938,1.807673,-0.291182,0.9532,1.0,1.2725
