episode,time_h,completed,attempts,errors,err_rate,err_target,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,episode_reward,episode_steps,mean_speed,mean_care,buffer_size,critic_loss,actor_loss,alpha,consistency_loss,contrastive_loss,mean_novelty,mean_weight,q_mean,novelty_raw,delta_mpl_cust_pred,delta_mpl_total,delta_mpl_cust,spread,spread_value,s_cust,s_plat,rebate,captured_spread,w_h_indexed,customer_cost,consumer_surplus
58,0.017,2,2,0,0.0,0.0961,120.0,60,36.0,18.0,2.0,2.0,35.9,0.1701,2115.41,60,0.565,0.65,3540,14270.582031,-1.427962,0.0987,0.0,0.0,0.5,1.0,1.32,0.7297,-0.7867,-60.0,-0.7867,18.0,0.3,0.0,1.0,0.0,0.3,18.0,18.0,0.0
59,0.017,0,3,3,1.0,0.0961,0.0,60,0.0,18.0,0.0,0.0,-0.1,0.1791,-12.15,60,0.634,0.644,3600,14349.412109,-1.509986,0.0987,0.0,0.0,0.5,1.0,1.4,0.7275,-1.6934,-120.0,-1.6934,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
60,0.017,2,2,0,0.0,0.096,120.0,60,36.0,18.0,2.0,2.0,35.9,0.1781,1801.49,60,0.601,0.661,3660,14880.586914,-1.59549,0.0987,0.0,0.0,0.5,1.0,1.5,0.721,-3.4947,120.0,-3.4947,18.0,0.3,0.0,1.0,0.0,0.3,18.0,18.0,0.0
61,0.017,1,5,4,0.8,0.0959,60.0,60,-30.0,18.0,-1.6667,1.0,-30.1,0.1852,1356.82,60,0.657,0.663,3720,14884.18457,-1.686268,0.0987,0.0,0.0,0.5,1.0,1.59,0.7354,-1.6224,-60.0,-1.6224,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
62,0.017,3,4,1,0.25,0.0959,180.0,60,9.0,18.0,0.5,3.0,8.9,0.1867,-18.21,60,0.611,0.678,3780,14855.292969,-1.781099,0.0986,0.0,0.0,0.5,1.0,1.69,0.7146,-2.5062,120.0,-2.5062,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,9.0
63,0.017,2,4,2,0.5,0.0958,120.0,60,-24.0,18.0,-1.3333,2.0,-24.1,0.1908,932.16,60,0.652,0.691,3840,15260.604492,-1.878852,0.0986,0.0,0.0,0.5,1.0,1.8,0.7335,-0.6533,-60.0,-0.6533,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
64,0.017,3,4,1,0.25,0.0957,180.0,60,9.0,18.0,0.5,3.0,8.9,0.1923,359.67,60,0.694,0.774,3900,15328.854492,-1.98234,0.0986,0.0,0.0,0.5,1.0,1.9,0.7395,-1.5679,60.0,-1.5679,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,9.0
65,0.017,2,3,1,0.3333,0.0957,120.0,60,-4.0,18.0,-0.2222,2.0,-4.1,0.1947,-422.91,60,0.734,0.79,3960,15331.430664,-2.09121,0.0986,0.0,0.0,0.5,1.0,2.02,0.7452,-0.6147,-60.0,-0.6147,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
66,0.017,2,3,1,0.3333,0.0956,120.0,60,-4.0,18.0,-0.2222,2.0,-4.1,0.1971,-375.94,60,0.664,0.767,4020,15448.913086,-2.206909,0.0985,0.0,0.0,0.5,1.0,2.15,0.7282,-1.5332,0.0,-1.5332,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
67,0.017,3,4,1,0.25,0.0955,180.0,60,9.0,18.0,0.5,3.0,8.9,0.1986,-715.09,60,0.721,0.813,4080,15556.618164,-2.323662,0.0985,0.0,0.0,0.5,1.0,2.27,0.7083,-1.504,60.0,-1.504,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,9.0
68,0.017,3,5,2,0.4,0.0955,180.0,60,-18.0,18.0,-1.0,3.0,-18.1,0.2016,976.61,60,0.724,0.774,4140,15475.397461,-2.451324,0.0985,0.0,0.0,0.5,1.0,2.41,0.7311,-0.5771,0.0,-0.5771,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
69,0.017,8,8,0,0.0,0.0954,480.0,60,144.0,18.0,8.0,8.0,143.9,0.2007,10691.4,60,0.668,0.788,4200,15445.347656,-2.580477,0.0984,0.0,0.0,0.5,1.0,2.54,0.7097,-0.5715,300.0,-0.5715,126.0,2.1,0.0,1.0,0.0,2.1,18.0,18.0,0.0
70,0.017,0,1,1,1.0,0.0953,0.0,60,0.0,18.0,0.0,0.0,-0.1,0.2097,-13.44,60,0.756,0.755,4260,15696.677734,-2.716284,0.0984,0.0,0.0,0.5,1.0,2.68,0.7311,3.9971,-480.0,3.9971,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
71,0.017,1,2,1,0.5,0.0953,60.0,60,-12.0,18.0,-0.6667,1.0,-12.1,0.2138,-299.12,60,0.79,0.819,4320,15943.46875,-2.856278,0.0984,0.0,0.0,0.5,1.0,2.82,0.7359,-3.4358,60.0,-3.4358,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
72,0.017,0,6,6,1.0,0.0952,0.0,60,0.0,18.0,0.0,0.0,-0.1,0.2228,-14.7,60,0.728,0.835,4380,15904.617188,-3.00527,0.0984,0.0,0.0,0.5,1.0,2.97,0.738,-2.4596,-60.0,-2.4596,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
73,0.017,1,3,2,0.6667,0.0951,60.0,60,-22.0,18.0,-1.2222,1.0,-22.1,0.2286,-199.88,60,0.736,0.782,4440,16301.014648,-3.157428,0.0983,0.0,0.0,0.5,1.0,3.14,0.7457,-3.3578,60.0,-3.3578,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
74,0.017,3,5,2,0.4,0.0951,180.0,60,-18.0,18.0,-1.0,3.0,-18.1,0.2316,-899.13,60,0.777,0.803,4500,16165.907227,-3.320219,0.0983,0.0,0.0,0.5,1.0,3.31,0.7254,-2.3569,120.0,-2.3569,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
75,0.017,2,4,2,0.5,0.095,120.0,60,-24.0,18.0,-1.3333,2.0,-24.1,0.2356,-962.29,60,0.743,0.862,4560,16346.15918,-3.487139,0.0983,0.0,0.0,0.5,1.0,3.48,0.7215,-0.49,-60.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
76,0.017,5,6,1,0.1667,0.0949,300.0,60,40.0,18.0,2.2222,5.0,39.9,0.2364,875.31,60,0.792,0.825,4620,16524.220703,-3.658737,0.0983,0.0,0.0,0.5,1.0,3.65,0.7408,-1.4004,180.0,-1.4004,22.0,0.3667,0.0,1.0,0.0,0.3667,18.0,18.0,0.0
77,0.017,1,4,3,0.75,0.0949,60.0,60,-27.0,18.0,-1.5,1.0,-27.1,0.2429,743.46,60,0.781,0.821,4680,16484.820312,-3.839107,0.0982,0.0,0.0,0.5,1.0,3.84,0.737,1.4051,-240.0,1.4051,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
78,0.017,4,7,3,0.4286,0.0948,240.0,60,-30.86,18.0,-1.7143,4.0,-30.96,0.2463,1918.31,60,0.802,0.849,4740,16565.953125,-4.027278,0.0982,0.0,0.0,0.5,1.0,4.05,0.7267,-2.3127,180.0,-2.3127,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
79,0.017,2,3,1,0.3333,0.0947,120.0,60,-4.0,18.0,-0.2222,2.0,-4.1,0.2486,-1333.34,60,0.795,0.797,4800,17078.761719,-4.219185,0.0982,0.0,0.0,0.5,1.0,4.25,0.7249,0.4721,-120.0,0.4721,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
80,0.017,0,5,5,1.0,0.0947,0.0,60,0.0,18.0,0.0,0.0,-0.1,0.2577,-14.55,60,0.817,0.864,4860,17269.878906,-4.421777,0.0982,0.0,0.0,0.5,1.0,4.46,0.7383,-1.3691,-120.0,-1.3691,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
81,0.017,4,5,1,0.2,0.0946,240.0,60,24.0,18.0,1.3333,4.0,23.9,0.2587,-1048.43,60,0.836,0.868,4920,17846.4375,-4.630101,0.0982,0.0,0.0,0.5,1.0,4.67,0.7299,-3.1925,240.0,-3.1925,6.0,0.1,0.0,1.0,0.0,0.1,18.0,18.0,0.0
82,0.017,3,6,3,0.5,0.0945,180.0,60,-36.0,18.0,-2.0,3.0,-36.1,0.2628,448.25,60,0.88,0.819,4980,17895.583984,-4.845254,0.0981,0.0,0.0,0.5,1.0,4.89,0.7393,0.541,-60.0,0.541,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
83,0.017,3,3,0,0.0,0.0945,180.0,60,54.0,18.0,3.0,3.0,53.9,0.2619,551.26,60,0.808,0.856,5040,17816.080078,-5.072501,0.0981,0.0,0.0,0.5,1.0,5.13,0.7203,-0.3988,0.0,-0.3988,36.0,0.6,0.0,1.0,0.0,0.6,18.0,18.0,0.0
