episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,episode_reward,episode_steps,policy_loss,value_loss,entropy,kl_divergence,novelty,mean_weight,p90_weight
206,1.0,131,149,18,0.1208,131.0,60.0,23.47,18.0,1.3041,2.1833,23.37,2.1634,0.06,1811.15,60,0.340382,153825.982812,1.655303,-0.398383,0.0,1.0,1.335
207,1.0,123,141,18,0.1277,123.0,60.0,21.2,18.0,1.1777,2.05,21.1,2.1701,0.06,1628.03,60,0.448076,102128.958594,1.656471,-0.444613,0.0,1.0,1.4356
208,1.0,110,135,25,0.1852,110.0,60.0,12.63,18.0,0.7016,1.8333,12.53,2.1827,0.06,726.19,60,0.352593,22815.608984,1.657129,-0.272619,0.0,1.0,1.3689
209,1.0,119,141,22,0.156,119.0,60.0,17.13,18.0,0.9518,1.9833,17.03,2.1923,0.06,851.04,60,0.173974,28465.652539,1.65766,-0.284877,0.0,1.0,1.3858
210,1.0,130,150,20,0.1333,130.0,60.0,21.67,18.0,1.2037,2.1667,21.57,2.1996,0.06,1387.68,60,6.638283,98067.15,1.658283,-0.403316,0.0,1.0,1.3932
211,1.0,121,142,21,0.1479,121.0,60.0,18.41,18.0,1.0225,2.0167,18.31,2.2084,0.06,1595.6,60,0.502714,101865.239844,1.659338,-0.339999,0.0,1.0,1.3747
212,1.0,129,152,23,0.1513,129.0,60.0,19.18,18.0,1.0656,2.15,19.08,2.2175,0.06,818.77,60,0.281687,38332.175781,1.660097,-0.387253,0.0,1.0,1.2707
213,1.0,111,135,24,0.1778,111.0,60.0,13.57,18.0,0.7537,1.85,13.47,2.2293,0.06,198.75,60,0.650788,5588.454004,1.660965,-0.408144,0.0,1.0,1.3881
214,1.0,116,141,25,0.1773,116.0,60.0,14.23,18.0,0.7907,1.9333,14.13,2.241,0.06,963.25,60,5.557517,36645.529688,1.663199,-0.652036,0.0,1.0,1.4333
215,1.0,104,137,33,0.2409,104.0,60.0,6.15,18.0,0.3416,1.7333,6.05,2.2591,0.06,197.43,60,0.731339,1900.285632,1.66718,-0.589522,0.0,1.0,1.425
216,1.0,127,157,30,0.1911,127.0,60.0,13.83,18.0,0.7685,2.1167,13.73,2.2722,0.06,583.75,60,1.310295,18962.538672,1.671136,-0.357104,0.0,1.0,1.3568
217,1.0,112,143,31,0.2168,112.0,60.0,9.32,18.0,0.5178,1.8667,9.22,2.2879,0.06,772.34,60,0.25594,26947.135938,1.673675,-0.476738,0.0,1.0,1.3639
218,1.0,129,154,25,0.1623,129.0,60.0,17.76,18.0,0.9866,2.15,17.66,2.2981,0.06,977.26,60,1.986237,41718.628906,1.675169,-0.427391,0.0,1.0,1.3953
219,1.0,125,151,26,0.1722,125.0,60.0,15.98,18.0,0.8876,2.0833,15.88,2.3093,0.06,740.35,60,0.829489,18713.490625,1.6767,-0.585257,0.0,1.0,1.5562
220,1.0,131,158,27,0.1709,131.0,60.0,16.91,18.0,0.9397,2.1833,16.81,2.3204,0.06,1046.71,60,0.856354,46852.566406,1.67794,-0.594501,0.0,1.0,1.4168
221,1.0,122,148,26,0.1757,122.0,60.0,15.17,18.0,0.8426,2.0333,15.07,2.332,0.06,788.18,60,0.341274,24069.941016,1.678881,-0.373745,0.0,1.0,1.4364
222,1.0,100,136,36,0.2647,100.0,60.0,3.53,18.0,0.1961,1.6667,3.43,2.3525,0.06,464.03,60,0.212364,8138.818018,1.679729,-0.539746,0.0,1.0,1.3319
223,1.0,117,146,29,0.1986,117.0,60.0,11.86,18.0,0.6589,1.95,11.76,2.3663,0.06,1100.43,60,0.893665,49140.523047,1.68083,-0.403403,0.0,1.0,1.2967
224,1.0,115,149,34,0.2282,115.0,60.0,8.26,18.0,0.4588,1.9167,8.16,2.3832,0.06,624.24,60,0.30674,12298.286914,1.681865,-0.256528,0.0,1.0,1.4493
225,1.0,133,160,27,0.1688,133.0,60.0,17.46,18.0,0.9698,2.2167,17.36,2.394,0.06,442.74,60,1.555622,14058.129883,1.682888,-0.422179,0.0,1.0,1.3559
226,1.0,122,147,25,0.1701,122.0,60.0,15.85,18.0,0.8807,2.0333,15.75,2.405,0.06,1240.39,60,0.552775,58797.89375,1.684151,-0.306557,0.0,1.0,1.4302
227,1.0,121,146,25,0.1712,121.0,60.0,15.58,18.0,0.8656,2.0167,15.48,2.4162,0.06,1025.18,60,0.68661,40861.153516,1.685077,-0.460991,0.0,1.0,1.3645
228,1.0,121,150,29,0.1933,121.0,60.0,12.91,18.0,0.717,2.0167,12.81,2.4295,0.06,594.61,60,0.317988,16450.956738,1.685927,-0.589722,0.0,1.0,1.2946
229,1.0,133,157,24,0.1529,133.0,60.0,19.57,18.0,1.0872,2.2167,19.47,2.4388,0.06,861.06,60,0.299175,28399.870898,1.686648,-0.42398,0.0,1.0,1.445
230,1.0,103,129,26,0.2016,103.0,60.0,10.14,18.0,0.5634,1.7167,10.04,2.4529,0.06,178.61,60,0.537888,2812.226221,1.687541,-0.448798,0.0,1.0,1.3365
231,1.0,113,142,29,0.2042,113.0,60.0,10.82,18.0,0.6013,1.8833,10.72,2.4674,0.06,912.27,60,0.497267,29005.849609,1.689201,-0.572707,0.0,1.0,1.4425
232,1.0,135,154,19,0.1234,135.0,60.0,23.84,18.0,1.3247,2.25,23.74,2.4737,0.06,1979.17,60,0.481915,155000.3,1.69053,-0.325311,0.0,1.0,1.4059
233,1.0,124,161,37,0.2298,124.0,60.0,8.7,18.0,0.4835,2.0667,8.6,2.4907,0.06,173.74,60,0.7377,715.89458,1.692332,-0.352647,0.0,1.0,1.3737
234,1.0,109,132,23,0.1742,109.0,60.0,13.71,18.0,0.7615,1.8167,13.61,2.5021,0.06,682.12,60,0.315184,20301.233789,1.696538,-0.34576,0.0,1.0,1.3696
235,1.0,118,146,28,0.1918,118.0,60.0,12.77,18.0,0.7094,1.9667,12.67,2.5153,0.06,829.26,60,0.129551,23193.408008,1.698942,-0.255132,0.0,1.0,1.3894
236,1.0,122,141,19,0.1348,122.0,60.0,20.16,18.0,1.12,2.0333,20.06,2.5227,0.06,1726.59,60,1.087185,114422.674219,1.700067,-0.504477,0.0,1.0,1.3706
237,1.0,115,134,19,0.1418,115.0,60.0,18.19,18.0,1.0108,1.9167,18.09,2.5309,0.06,851.08,60,0.301844,39279.082031,1.700829,-0.462538,0.0,1.0,1.354
238,1.0,108,131,23,0.1756,108.0,60.0,13.44,18.0,0.7466,1.8,13.34,2.5425,0.06,790.56,60,0.315062,20499.15293,1.701416,-0.34739,0.0,1.0,1.4948
239,1.0,124,141,17,0.1206,124.0,60.0,22.25,18.0,1.2361,2.0667,22.15,2.5485,0.06,1697.94,60,0.636899,118789.547656,1.701946,-0.495322,0.0,1.0,1.4082
240,1.0,127,154,27,0.1753,127.0,60.0,15.83,18.0,0.8797,2.1167,15.73,2.5601,0.06,689.81,60,0.484844,29916.79082,1.702445,-0.368047,0.0,1.0,1.363
241,1.0,134,165,31,0.1879,134.0,60.0,15.02,18.0,0.8347,2.2333,14.92,2.5729,0.06,1353.49,60,0.197161,75390.447656,1.703042,-0.354688,0.0,1.0,1.3322
242,1.0,124,158,34,0.2152,124.0,60.0,10.52,18.0,0.5842,2.0667,10.42,2.5884,0.06,831.86,60,0.560489,23305.929102,1.703573,-0.42643,0.0,1.0,1.4656
243,1.0,119,141,22,0.156,119.0,60.0,17.13,18.0,0.9518,1.9833,17.03,2.598,0.06,839.4,60,0.748946,33705.46543,1.704351,-0.482878,0.0,1.0,1.4018
244,1.0,120,140,20,0.1429,120.0,60.0,18.86,18.0,1.0476,2.0,18.76,2.6063,0.06,843.2,60,0.627527,32428.976172,1.705239,-0.456166,0.0,1.0,1.4142
245,1.0,143,160,17,0.1062,143.0,60.0,27.71,18.0,1.5392,2.3833,27.61,2.6109,0.06,2078.08,60,0.769072,160703.285938,1.706018,-0.43959,0.0,1.0,1.4527
246,1.0,116,138,22,0.1594,116.0,60.0,16.31,18.0,0.906,1.9333,16.21,2.6208,0.06,997.42,60,0.225405,50258.801953,1.706622,-0.301734,0.0,1.0,1.4078
247,1.0,119,152,33,0.2171,119.0,60.0,9.86,18.0,0.548,1.9833,9.76,2.6365,0.06,664.97,60,1.009143,14791.067578,1.707346,-0.521007,0.0,1.0,1.3761
248,1.0,132,164,32,0.1951,132.0,60.0,13.84,18.0,0.7691,2.2,13.74,2.6501,0.06,1212.58,60,0.22725,56085.269531,1.708625,-0.463611,0.0,1.0,1.3307
249,1.0,119,141,22,0.156,119.0,60.0,17.13,18.0,0.9518,1.9833,17.03,2.6597,0.06,1180.82,60,0.956625,56503.616016,1.709524,-0.388527,0.0,1.0,1.377
250,1.0,113,137,24,0.1752,113.0,60.0,14.1,18.0,0.7836,1.8833,14.0,2.6712,0.06,849.67,60,0.355279,21192.506641,1.710312,-0.330152,0.0,1.0,1.5063
251,1.0,119,140,21,0.15,119.0,60.0,17.85,18.0,0.9917,1.9833,17.75,2.6802,0.06,1068.83,60,1.101725,49864.053516,1.711017,-0.5941,0.0,1.0,1.3798
252,1.0,122,137,15,0.1095,122.0,60.0,23.24,18.0,1.2912,2.0333,23.14,2.6851,0.06,1382.06,60,0.269589,78375.369531,1.711692,-0.344461,0.0,1.0,1.4158
253,1.0,106,135,29,0.2148,106.0,60.0,9.03,18.0,0.5016,1.7667,8.93,2.7006,0.06,604.6,60,0.285811,13429.633301,1.712211,-0.505218,0.0,1.0,1.4026
254,1.0,108,137,29,0.2117,108.0,60.0,9.54,18.0,0.5299,1.8,9.44,2.7158,0.06,790.19,60,0.106594,20354.523828,1.712827,-0.387971,0.0,1.0,1.4195
255,1.0,114,141,27,0.1915,114.0,60.0,12.37,18.0,0.6872,1.9,12.27,2.7289,0.06,611.48,60,0.409949,12520.098242,1.713534,-0.443895,0.0,1.0,1.46
256,1.0,132,161,29,0.1801,132.0,60.0,15.82,18.0,0.8791,2.2,15.72,2.7409,0.06,1224.93,60,4.840152,60125.60625,1.714728,-0.449629,0.0,1.0,1.3184
257,1.0,137,168,31,0.1845,137.0,60.0,15.82,18.0,0.8789,2.2833,15.72,2.7534,0.06,541.18,60,0.214648,18341.182227,1.716403,-0.256839,0.0,1.0,1.3154
258,1.0,101,129,28,0.2171,101.0,60.0,8.38,18.0,0.4654,1.6833,8.28,2.7691,0.06,572.45,60,2.815741,14131.969629,1.718238,-0.547838,0.0,1.0,1.4518
259,1.0,123,147,24,0.1633,123.0,60.0,16.82,18.0,0.9344,2.05,16.72,2.7794,0.06,1444.18,60,0.638728,98997.514844,1.721477,-0.376677,0.0,1.0,1.368
260,1.0,115,142,27,0.1901,115.0,60.0,12.63,18.0,0.7019,1.9167,12.53,2.7924,0.06,569.2,60,0.229877,9446.973242,1.723373,-0.322764,0.0,1.0,1.5744
261,1.0,123,143,20,0.1399,123.0,60.0,19.7,18.0,1.0943,2.05,19.6,2.8004,0.06,1399.44,60,0.477279,77365.883594,1.724534,-0.467555,0.0,1.0,1.3512
262,1.0,118,141,23,0.1631,118.0,60.0,16.15,18.0,0.8973,1.9667,16.05,2.8107,0.06,1371.15,60,0.475409,68343.785156,1.72522,-0.388554,0.0,1.0,1.424
263,1.0,126,145,19,0.131,126.0,60.0,21.29,18.0,1.1828,2.1,21.19,2.8178,0.06,1535.38,60,0.269518,90745.117188,1.725667,-0.389845,0.0,1.0,1.4023
264,1.0,111,132,21,0.1591,111.0,60.0,15.64,18.0,0.8689,1.85,15.54,2.8277,0.06,1012.01,60,0.324612,34385.964844,1.726053,-0.385775,0.0,1.0,1.4909
265,1.0,121,148,27,0.1824,121.0,60.0,14.23,18.0,0.7903,2.0167,14.13,2.84,0.06,496.53,60,0.779874,9450.589551,1.726724,-0.534512,0.0,1.0,1.2992
266,1.0,120,135,15,0.1111,120.0,60.0,22.67,18.0,1.2593,2.0,22.57,2.8451,0.06,1255.75,60,0.35805,57388.666797,1.727987,-0.345042,0.0,1.0,1.413
267,1.0,124,150,26,0.1733,124.0,60.0,15.71,18.0,0.8726,2.0667,15.61,2.8564,0.06,697.06,60,1.0002,18882.944727,1.728986,-0.445384,0.0,1.0,1.4747
268,1.0,98,131,33,0.2519,98.0,60.0,4.71,18.0,0.2618,1.6333,4.61,2.8756,0.06,275.09,60,0.471295,2356.406348,1.730594,-0.540602,0.0,1.0,1.4782
269,1.0,126,153,27,0.1765,126.0,60.0,15.56,18.0,0.8647,2.1,15.46,2.8873,0.06,1122.52,60,0.959844,45391.559375,1.733509,-0.463302,0.0,1.0,1.3826
270,1.0,116,140,24,0.1714,116.0,60.0,14.91,18.0,0.8286,1.9333,14.81,2.8984,0.06,1085.12,60,0.404892,46956.876953,1.735521,-0.452491,0.0,1.0,1.3785
271,1.0,137,166,29,0.1747,137.0,60.0,17.17,18.0,0.9537,2.2833,17.07,2.9099,0.06,1074.1,60,0.646788,41171.407422,1.736718,-0.375447,0.0,1.0,1.4377
272,1.0,122,155,33,0.2129,122.0,60.0,10.63,18.0,0.5903,2.0333,10.53,2.9252,0.06,231.58,60,0.472531,4204.987183,1.738033,-0.457853,0.0,1.0,1.4094
273,1.0,124,148,24,0.1622,124.0,60.0,17.09,18.0,0.9495,2.0667,16.99,2.9354,0.06,1193.75,60,0.645826,51929.88125,1.739958,-0.33533,0.0,1.0,1.5097
274,1.0,115,150,35,0.2333,115.0,60.0,7.67,18.0,0.4259,1.9167,7.57,2.9527,0.06,616.23,60,0.77562,9187.88877,1.741613,-0.537134,0.0,1.0,1.5236
275,1.0,117,147,30,0.2041,117.0,60.0,11.22,18.0,0.6235,1.95,11.12,2.9671,0.06,167.97,60,1.041768,1870.377075,1.744347,-0.429121,0.0,1.0,1.4395
276,1.0,137,163,26,0.1595,137.0,60.0,19.25,18.0,1.0693,2.2833,19.15,2.9771,0.06,1374.57,60,0.394748,66410.883203,1.748023,-0.378271,0.0,1.0,1.4403
277,1.0,107,126,19,0.1508,107.0,60.0,15.97,18.0,0.8869,1.7833,15.87,2.9862,0.06,1119.62,60,0.281296,45511.122266,1.750004,-0.336979,0.0,1.0,1.3833
278,1.0,120,151,31,0.2053,120.0,60.0,11.36,18.0,0.6313,2.0,11.26,3.0007,0.06,469.73,60,0.507963,11662.908203,1.751103,-0.35484,0.0,1.0,1.3077
279,1.0,114,141,27,0.1915,114.0,60.0,12.37,18.0,0.6872,1.9,12.27,3.0138,0.06,885.33,60,0.250221,36350.122266,1.752329,-0.304708,0.0,1.0,1.383
280,1.0,130,152,22,0.1447,130.0,60.0,20.18,18.0,1.1213,2.1667,20.08,3.0223,0.06,1363.44,60,0.625852,80772.286719,1.753215,-0.421728,0.0,1.0,1.3644
281,1.0,134,157,23,0.1465,134.0,60.0,20.57,18.0,1.1427,2.2333,20.47,3.031,0.06,1258.7,60,0.231246,65833.55,1.753865,-0.290276,0.0,1.0,1.3074
282,1.0,115,143,28,0.1958,115.0,60.0,11.98,18.0,0.6657,1.9167,11.88,3.0445,0.06,474.44,60,2.073148,7852.805664,1.755196,-0.402356,0.0,1.0,1.2985
283,1.0,127,153,26,0.1699,127.0,60.0,16.52,18.0,0.9177,2.1167,16.42,3.0555,0.06,849.35,60,0.526298,30167.577148,1.75861,-0.469478,0.0,1.0,1.4893
284,1.0,118,146,28,0.1918,118.0,60.0,12.77,18.0,0.7094,1.9667,12.67,3.0687,0.06,724.48,60,0.59545,28163.612305,1.760881,-0.373336,0.0,1.0,1.3601
285,1.0,126,155,29,0.1871,126.0,60.0,14.23,18.0,0.7903,2.1,14.13,3.0814,0.06,912.02,60,0.081175,22542.173047,1.762269,-0.497002,0.0,1.0,1.5306
286,1.0,123,147,24,0.1633,123.0,60.0,16.82,18.0,0.9344,2.05,16.72,3.0918,0.06,1235.22,60,0.440189,61524.117188,1.763077,-0.348554,0.0,1.0,1.3727
287,1.0,136,156,20,0.1282,136.0,60.0,23.36,18.0,1.298,2.2667,23.26,3.0986,0.06,1324.13,60,0.191282,68297.782031,1.763655,-0.33568,0.0,1.0,1.4666
288,1.0,119,145,26,0.1793,119.0,60.0,14.36,18.0,0.7979,1.9833,14.26,3.1105,0.06,942.56,60,0.548514,33792.37793,1.764093,-0.559833,0.0,1.0,1.3824
289,1.0,122,159,37,0.2327,122.0,60.0,8.21,18.0,0.4561,2.0333,8.11,3.1278,0.06,260.9,60,0.231861,1392.525195,1.764887,-0.379124,0.0,1.0,1.4912
290,1.0,124,162,38,0.2346,124.0,60.0,8.11,18.0,0.4508,2.0667,8.01,3.1452,0.06,771.62,60,0.355565,20002.291406,1.766472,-0.455967,0.0,1.0,1.3883
291,1.0,102,120,18,0.15,102.0,60.0,15.3,18.0,0.85,1.7,15.2,3.1542,0.06,423.07,60,0.341843,12081.209375,1.767935,-0.456427,0.0,1.0,1.3615
292,1.0,110,141,31,0.2199,110.0,60.0,8.82,18.0,0.4898,1.8333,8.72,3.1702,0.06,344.0,60,0.15924,11058.276758,1.769096,-0.335026,0.0,1.0,1.319
293,1.0,118,146,28,0.1918,118.0,60.0,12.77,18.0,0.7094,1.9667,12.67,3.1834,0.06,800.42,60,0.276888,22762.801562,1.770226,-0.377486,0.0,1.0,1.3887
294,1.0,122,143,21,0.1469,122.0,60.0,18.68,18.0,1.038,2.0333,18.58,3.1921,0.06,876.66,60,0.577475,26855.212891,1.771184,-0.51841,0.0,1.0,1.4876
295,1.0,125,149,24,0.1611,125.0,60.0,17.37,18.0,0.9648,2.0833,17.27,3.2022,0.06,1149.92,60,0.299281,50005.823828,1.772063,-0.293586,0.0,1.0,1.3553
296,1.0,121,147,26,0.1769,121.0,60.0,14.9,18.0,0.8277,2.0167,14.8,3.2139,0.06,933.24,60,0.353681,35644.116016,1.772751,-0.326214,0.0,1.0,1.3951
297,1.0,129,149,20,0.1342,129.0,60.0,21.38,18.0,1.188,2.15,21.28,3.2213,0.06,1504.57,60,1.975432,98573.58125,1.773567,-0.414046,0.0,1.0,1.3587
298,1.0,121,131,10,0.0763,121.0,60.0,27.06,18.0,1.5035,2.0167,26.96,3.2229,0.06,1614.29,60,0.634461,99027.752344,1.774767,-0.481676,0.0,1.0,1.5069
299,1.0,100,135,35,0.2593,100.0,60.0,4.07,18.0,0.2263,1.6667,3.97,3.2429,0.06,190.2,60,0.066953,2118.830078,1.77603,-0.287258,0.0,1.0,1.4097
